,Plate,Row,Column,Rep,Acetate,Butyrate,Succinate,Lactate,Treatment,OD,Total,PC Reads,PC Fraction,PC,PJ Reads,PJ Fraction,PJ,BV Reads,BV Fraction,BV,BF Reads,BF Fraction,BF,BO Reads,BO Fraction,BO,BT Reads,BT Fraction,BT,BC Reads,BC Fraction,BC,BY Reads,BY Fraction,BY,BU Reads,BU Fraction,BU,DP Reads,DP Fraction,DP,BL Reads,BL Fraction,BL,BA Reads,BA Fraction,BA,BP Reads,BP Fraction,BP,CA Reads,CA Fraction,CA,EL Reads,EL Fraction,EL,FP Reads,FP Fraction,FP,CH Reads,CH Fraction,CH,AC Reads,AC Fraction,AC,BH Reads,BH Fraction,BH,CG Reads,CG Fraction,CG,ER Reads,ER Fraction,ER,RI Reads,RI Fraction,RI,CC Reads,CC Fraction,CC,DL Reads,DL Fraction,DL,DF Reads,DF Fraction,DF
89,1,B,12,1,38.95225142,18.84392336,27.53566208,17.20435317,PC-PJ-BF-BT-BC-BU-DP-BL-CH-AC-BH-CG-RI-DF,2.281,13739,3474,0.253854585,1,323,0.023602484,1,0,0,0,855,0.062477165,1,0,0,0,1375,0.100474973,1,1866,0.136353672,1,1,7.31E-05,0,229,0.01673365,1,47,0.003434417,1,26,0.00189989,1,1,7.31E-05,0,1,7.31E-05,0,0,0,0,0,0,0,0,0,0,1088,0.079503106,1,2584,0.188819876,1,2,0.000146145,1,603,0.044062843,1,0,0,0,0,0,1,0,0,0,0,0,0,1210,0.088417976,1
90,1,C,12,1,33.68536476,29.69734286,12.00917448,20.17101348,BF-BT-BC-BY-BL-BA-BP-EL-FP-AC-BH-CG-ER,1.773,12339,0,0,0,1,8.13E-05,0,0,0,0,1352,0.10998129,1,0,0,0,1517,0.123403563,1,1958,0.159277638,1,494,0.040185471,1,0,0,0,0,0,0,45,0.00366062,1,745,0.060603596,1,1619,0.131700968,1,0,0,0,13,0.001057512,1,14,0.00113886,1,0,0,0,3582,0.291385341,1,3,0.000244041,1,588,0.0478321,1,360,0.029284959,1,0,0,0,0,0,0,1,8.13E-05,0,1,8.13E-05,0
91,1,D,12,1,45.49572682,18.50981024,18.70886404,27.38521419,PC-PJ-BF-BU-DP-BA-CA-FP-CH-AC-RI-CC-DL,1.722,5285,1212,0.230243161,1,179,0.034004559,1,0,0,0,669,0.127089666,1,0,0,0,0,0,0,2,0.000379939,0,0,0,0,141,0.026785714,1,17,0.003229483,1,1,0.00018997,0,341,0.064779635,1,0,0,0,44,0.008358663,1,0,0,0,10,0.001899696,1,152,0.02887538,1,1834,0.348404255,1,0,0,0,1,0.00018997,0,0,0,0,2,0.000379939,1,554,0.105243161,1,104,0.019756839,1,1,0.00018997,0
92,1,E,12,1,30.28057162,53.03351198,8.01072992,1.90411326,PJ-BO-BU-DP-EL-FP-AC-BH-CG-ER-RI-CC,1.973,11754,2,0.000170765,0,1401,0.119620902,1,0,0,0,3,0.000256148,0,754,0.064378415,1,2,0.000170765,0,1,8.54E-05,0,0,0,0,554,0.047301913,1,906,0.077356557,1,0,0,0,0,0,0,0,0,0,0,0,0,244,0.020833333,1,4,0.00034153,1,0,0,0,2728,0.232923497,1,7,0.000597678,1,1626,0.138831967,1,833,0.071123634,1,1,8.54E-05,1,2645,0.225836749,1,1,8.54E-05,0,0,0,0
93,1,F,12,1,60.33229136,2.54313182,9.04732524,59.29397181,PC-PJ-BV-BF-BY-BA-BP-CA-EL-BH-CG-ER-DL,1.93,11719,314,0.026906598,1,573,0.049100257,1,179,0.015338475,1,2517,0.215681234,1,1,8.57E-05,0,0,0,0,2,0.00017138,0,1363,0.116795201,1,0,0,0,0,0,0,0,0,0,2138,0.183204799,1,1881,0.161182519,1,101,0.00865467,1,36,0.003084833,1,0,0,0,0,0,0,2,0.00017138,0,13,0.001113967,1,1486,0.127335047,1,588,0.050385604,1,0,0,0,0,0,0,475,0.040702656,1,1,8.57E-05,0
94,1,G,12,1,19.72283912,38.15655626,28.78611076,3.90899241,PC-BF-BO-BT-BC-BY-BU-BL-CA-EL-FP-CH-AC-ER-DF,2.262,13123,1439,0.110445928,1,0,0,0,0,0,0,1271,0.097551616,1,848,0.065085578,1,1425,0.109371402,1,1755,0.134699516,1,396,0.030393737,1,314,0.024100084,1,0,0,0,83,0.006370404,1,0,0,0,0,0,0,1140,0.087497122,1,7,0.000537263,1,12,0.000921022,1,926,0.071072224,1,1758,0.134929772,1,0,0,0,1,7.68E-05,0,403,0.030931,1,0,0,0,0,0,0,0,0,0,1251,0.096016578,1
96,2,A,1,1,54.537212,1.41299336,12.13224904,53.98407006,PC-PJ-BV-BF-BC-BY-BU-DP-BL-BA-BP-CA-FP-BH-ER-RI-CC-DL-DF,2.397,9302,134,0.014439655,1,354,0.038146552,1,214,0.023060345,1,1707,0.183943966,1,0,0,0,2,0.000215517,0,2436,0.2625,1,535,0.057650862,1,24,0.002586207,1,13,0.001400862,1,223,0.024030172,1,878,0.094612069,1,1875,0.202047414,1,6,0.000646552,1,0,0,0,6,0.000646552,1,0,0,0,4,0.000431034,0,4,0.000431034,1,0,0,0,47,0.005064655,1,1,0.000107759,1,444,0.047844828,1,16,0.001724138,1,357,0.038469828,1
97,2,B,1,1,41.623073,28.52125256,12.47316444,26.08866357,PJ-BV-BF-BU-DP-BP-EL-FP-AC-CG-ER-CC-DL,2.162,13126,0,0,0,752,0.057391437,1,213,0.016255819,1,3358,0.256277188,1,0,0,0,3,0.000228955,0,2,0.000152637,0,2,0.000152637,0,61,0.004655422,1,67,0.005113333,1,0,0,0,1,7.63E-05,0,1890,0.144241777,1,2,0.000152637,0,62,0.004731741,1,35,0.002671144,1,0,0,0,4118,0.314279173,1,0,0,0,787,0.060062581,1,175,0.01335572,1,0,0,0,1380,0.105319393,1,195,0.014882088,1,0,0,0
98,2,C,1,1,50.94984976,1.98694586,43.59987368,43.13727057,PC-BV-BT-BC-BU-BL-CA-EL-FP-CH-BH-CG-RI,1.525,8990,1303,0.145424107,1,1,0.000111607,0,274,0.030580357,1,0,0,0,0,0,0,2708,0.302232143,1,3067,0.342299107,1,1,0.000111607,0,206,0.022991071,1,0,0,0,104,0.011607143,1,1,0.000111607,0,2,0.000223214,0,101,0.011272321,1,66,0.007366071,1,14,0.0015625,1,186,0.020758929,1,0,0,0,3,0.000334821,1,919,0.102566964,1,0,0,0,2,0.000223214,1,0,0,0,2,0.000223214,0,0,0,0
99,2,D,1,1,48.87366698,8.73412652,18.26545384,43.85549367,PJ-BF-BC-BY-BL-BA-EL-CH-CG-ER-RI-CC,1.921,12058,0,0,0,428,0.035568852,1,3,0.000249314,0,2040,0.169533782,1,1,8.31E-05,0,2,0.00016621,0,3174,0.26377462,1,997,0.082855481,1,1,8.31E-05,0,2,0.00016621,0,61,0.005069393,1,694,0.057674728,1,0,0,0,0,0,0,60,0.004986288,1,0,0,0,737,0.061248234,1,1,8.31E-05,0,0,0,0,836,0.069475609,1,2349,0.195213164,1,3,0.000249314,1,638,0.053020859,1,1,8.31E-05,0,5,0.000415524,0
100,2,E,1,1,43.56606678,22.94723378,10.53255044,35.42068326,PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI,1.299,11748,640,0.054588878,1,275,0.023456158,1,129,0.011003071,1,8,0.000682361,0,397,0.033862163,1,3,0.000255885,0,1417,0.120863187,1,333,0.028403275,1,2,0.00017059,0,23,0.001961788,1,32,0.002729444,1,954,0.081371546,1,2226,0.18986694,1,152,0.012964858,1,31,0.002644149,1,1,8.53E-05,0,2,0.00017059,0,4178,0.356363016,1,3,0.000255885,1,700,0.059706585,1,211,0.017997271,1,1,8.53E-05,1,3,0.000255885,0,1,8.53E-05,0,2,0.00017059,0
101,2,F,1,1,33.51790278,35.87935034,17.46988088,16.74485955,PC-BV-BC-BU-BL-BA-BP-EL-CH-AC-BH-CC-DF,2.08,12458,815,0.065546083,1,1,8.04E-05,0,147,0.011822422,1,0,0,0,0,0,0,3,0.000241274,0,2812,0.226154094,1,0,0,0,146,0.011741998,1,0,0,0,49,0.003940807,1,1201,0.096589995,1,1191,0.095785749,1,0,0,0,44,0.003538684,1,0,0,0,149,0.011983272,1,4557,0.366495094,1,5,0.000402123,1,1,8.04E-05,0,2,0.000160849,0,0,0,0,808,0.064983111,1,2,0.000160849,0,501,0.040292746,1
102,2,G,1,1,56.04935606,3.15930584,19.84019332,52.80055833,BF-BO-BU-DP-BL-BP-EL-CH-BH-ER-RI-DL,1.668,10739,0,0,0,0,0,0,1,9.37E-05,0,2399,0.224899222,1,3023,0.283397394,1,4,0.000374988,0,0,0,0,3,0.000281241,0,313,0.029342833,1,106,0.009937189,1,236,0.022124309,1,0,0,0,2442,0.228930346,1,0,0,0,136,0.012749602,1,0,0,0,1044,0.097871942,1,7,0.000656229,0,6,0.000562482,1,2,0.000187494,0,482,0.045186088,1,2,0.000187494,1,0,0,0,460,0.043123652,1,1,9.37E-05,0
103,2,H,1,1,49.13792286,17.70248108,8.52915888,40.8282696,BV-BT-BU-DP-BA-BP-CA-AC-BH-RI-CC-DL-DF,1.818,13298,0,0,0,0,0,0,372,0.028001505,1,0,0,0,1,7.53E-05,0,2474,0.186225066,1,0,0,0,1,7.53E-05,0,45,0.003387279,1,52,0.003914189,1,0,0,0,1039,0.078208506,1,2833,0.213248024,1,40,0.003010915,1,0,0,0,0,0,0,1,7.53E-05,0,4398,0.331050056,1,10,0.000752729,1,1,7.53E-05,0,2,0.000150546,0,3,0.000225819,1,856,0.064433572,1,189,0.014226571,1,968,0.072864132,1
104,2,A,2,1,47.60410498,3.24050564,24.25405088,46.70206278,PC-BF-BT-BC-BU-DP-BL-CH-BH-RI-CC,2.065,6009,569,0.094833333,1,1,0.000166667,0,0,0,0,806,0.134333333,1,2,0.000333333,0,1439,0.239833333,1,1656,0.276,1,0,0,0,87,0.0145,1,15,0.0025,1,57,0.0095,1,0,0,0,1,0.000166667,0,0,0,0,0,0,0,1,0.000166667,0,948,0.158,1,2,0.000333333,0,3,0.0005,1,0,0,0,0,0,0,3,0.0005,1,409,0.068166667,1,0,0,0,0,0,0
105,2,B,2,1,32.8556381,32.59094852,15.32633364,16.46816973,PJ-BO-BT-BC-BY-BU-BL-BP-FP-AC-BH-CG-RI-DF,1.549,10094,3,0.000297737,0,201,0.019948392,1,1,9.92E-05,0,1,9.92E-05,0,481,0.047737197,1,1627,0.161472807,1,1114,0.110559746,1,392,0.038904327,1,40,0.003969829,1,0,0,0,48,0.004763795,1,0,0,0,1187,0.117804684,1,0,0,0,1,9.92E-05,0,8,0.000793966,1,1,9.92E-05,0,3850,0.38209607,1,6,0.000595474,1,534,0.052997221,1,0,0,0,4,0.000396983,1,1,9.92E-05,0,0,0,0,576,0.057165542,1
106,2,C,2,1,35.03015814,49.96601876,12.7154392,2.28941475,BF-BT-BL-BA-EL-AC-CG-ER-RI-CC-DL-DF,1.49,12186,1,8.22E-05,0,0,0,0,0,0,0,1250,0.102703147,1,1,8.22E-05,0,1617,0.132856791,1,1,8.22E-05,0,1,8.22E-05,0,0,0,0,2,0.000164325,0,36,0.002957851,1,1054,0.086599293,1,1,8.22E-05,0,0,0,0,50,0.004108126,1,0,0,0,0,0,0,2875,0.236217238,1,0,0,0,962,0.079040342,1,109,0.008955714,1,1,8.22E-05,1,355,0.029167694,1,2808,0.230712349,1,1047,0.086024156,1
107,2,D,2,1,64.01951938,0.997229,9.5035584,61.61374365,PJ-BC-DP-BL-BA-BP-CA-EL-FP-CH-CG-ER-RI-DL,2.282,11650,2,0.000172058,0,644,0.055402615,1,2,0.000172058,0,2,0.000172058,0,0,0,0,3,0.000258087,0,5804,0.499311769,1,0,0,0,0,0,0,25,0.002150723,1,108,0.009291122,1,1199,0.103148658,1,1724,0.148313833,1,10,0.000860289,1,77,0.006624226,1,4,0.000344116,1,72,0.006194081,1,4,0.000344116,0,0,0,0,1803,0.155110117,1,52,0.004473503,1,3,0.000258087,1,0,0,0,84,0.007226428,1,2,0.000172058,0
108,2,E,2,1,30.4223233,34.89869198,30.82013764,6.27048375,PC-PJ-BT-BC-BL-BA-FP-CH-AC-CG-DF,1.769,11177,2021,0.181076964,1,168,0.015052415,1,0,0,0,9,0.000806379,0,0,0,0,897,0.080369143,1,1358,0.121673685,1,0,0,0,1,8.96E-05,0,1,8.96E-05,0,29,0.002598333,1,301,0.02696891,1,9,0.000806379,0,0,0,0,0,0,0,15,0.001343966,1,271,0.024280978,1,4957,0.44413583,1,0,0,0,364,0.032613565,1,0,0,0,0,0,0,2,0.000179195,0,1,8.96E-05,0,757,0.067825464,1
109,2,F,2,1,42.55303644,17.44264172,14.19409132,39.23954913,PJ-BV-BF-BT-BC-DP-BP-FP-AC-CG-ER-DL,2.159,9871,0,0,0,267,0.027062639,1,177,0.017940401,1,1092,0.110683154,1,0,0,0,1273,0.129028988,1,1227,0.124366511,1,0,0,0,1,0.000101358,0,27,0.002736671,1,0,0,0,0,0,0,1680,0.170281776,1,0,0,0,0,0,0,12,0.001216298,1,1,0.000101358,0,3201,0.324447598,1,0,0,0,581,0.058889114,1,130,0.013176566,1,0,0,0,1,0.000101358,0,196,0.019866207,1,0,0,0
110,2,G,2,1,57.69660348,0,13.74469788,54.85774497,BV-BF-BT-BC-BU-DP-BA-BP-FP-CG-ER-DF,1.792,9461,1,0.000105899,0,1,0.000105899,0,133,0.014084507,1,1586,0.167955099,1,2,0.000211797,0,1370,0.145081012,1,1985,0.21020862,1,0,0,0,75,0.007942391,1,37,0.003918246,1,0,0,0,687,0.072752303,1,1825,0.193264852,1,0,0,0,0,0,0,13,0.001376681,1,2,0.000211797,0,6,0.000635391,0,0,0,0,916,0.097003071,1,76,0.00804829,1,0,0,0,0,0,0,0,0,0,728,0.077094144,1
111,2,H,2,1,35.64473448,37.90781876,25.84374644,8.49887655,PC-PJ-BV-BT-BC-BA-CA-CH-AC-ER-RI-CC-DL,1.839,11733,1480,0.126322977,1,194,0.016558552,1,156,0.013315125,1,0,0,0,0,0,0,961,0.082024582,1,1406,0.120006828,1,0,0,0,0,0,0,2,0.000170707,0,0,0,0,589,0.050273131,1,1,8.54E-05,0,272,0.023216115,1,0,0,0,0,0,0,452,0.03857972,1,3875,0.330744281,1,0,0,0,0,0,0,845,0.072123592,1,4,0.000341413,1,781,0.066660976,1,698,0.059576647,1,0,0,0
112,2,A,3,1,35.85739168,20.38364264,18.17196016,27.83554857,PC-BF-BT-BC-BU-DP-BL-BA-FP-AC-CC-DL-DF,1.642,10786,1154,0.107169391,1,2,0.000185736,0,0,0,0,1289,0.119706538,1,0,0,0,1354,0.125742942,1,1345,0.124907132,1,2,0.000185736,0,58,0.00538633,1,37,0.003436107,1,53,0.004921991,1,488,0.045319465,1,0,0,0,0,0,0,0,0,0,11,0.001021545,1,1,9.29E-05,0,3570,0.33153789,1,0,0,0,1,9.29E-05,0,0,0,0,0,0,0,645,0.059899703,1,116,0.01077266,1,642,0.0596211,1
113,2,B,3,1,35.5039474,24.94001468,32.21385684,19.40107725,PC-BF-BT-DP-BL-CA-CH-AC-CG-ER-DF,2.228,11294,2341,0.207572265,1,0,0,0,0,0,0,1466,0.129987586,1,0,0,0,1428,0.126618195,1,6,0.000532009,0,0,0,0,0,0,0,18,0.001596028,1,27,0.002394041,1,2,0.000177336,0,1,8.87E-05,0,225,0.019950346,1,0,0,0,0,0,0,419,0.037151977,1,3643,0.323018266,1,0,0,0,416,0.036885973,1,582,0.051604894,1,0,0,0,4,0.000354673,0,0,0,0,700,0.062067743,1
114,2,C,3,1,48.3331645,4.2355388,44.6140672,42.31908831,PC-PJ-BV-BF-BT-BL-CA-EL-FP-CH-BH-CC-DF,1.954,11203,1758,0.157216956,1,424,0.037918083,1,392,0.035056341,1,2560,0.228939367,1,0,0,0,3897,0.348506528,1,0,0,0,2,0.000178859,0,1,8.94E-05,0,1,8.94E-05,0,107,0.00956895,1,0,0,0,1,8.94E-05,0,48,0.004292613,1,90,0.00804865,1,17,0.0015203,1,842,0.075299589,1,2,0.000178859,0,8,0.000715436,1,0,0,0,1,8.94E-05,0,0,0,0,434,0.038812377,1,2,0.000178859,0,595,0.053210517,1
115,2,D,3,1,51.46185202,2.10758132,24.05909664,42.60912837,PC-PJ-BV-BO-BY-BU-BP-CA-EL-CH-BH-CG-ER-RI-DL-DF,2.171,10384,386,0.037468453,1,276,0.026790914,1,338,0.032809163,1,2,0.000194137,0,3304,0.320714424,1,1,9.71E-05,0,4,0.000388274,0,1647,0.15987187,1,204,0.01980198,1,0,0,0,0,0,0,4,0.000388274,0,1385,0.134439915,1,12,0.001164822,1,63,0.006115317,1,1,9.71E-05,0,289,0.028052805,1,2,0.000194137,0,3,0.000291206,1,1134,0.110075713,1,400,0.038827412,1,10,0.000970685,1,4,0.000388274,0,285,0.027664531,1,547,0.053096486,1
116,2,E,3,1,37.69220928,2.58462866,15.20920596,37.79658783,PJ-BV-BF-BO-BT-BC-BU-BA-CA-BH-ER-CC-DF,1.991,11674,6,0.000525118,0,440,0.038508664,1,343,0.030019254,1,1442,0.126203396,1,1191,0.104235953,1,2145,0.187729739,1,2728,0.23875372,1,1,8.75E-05,0,200,0.017503938,1,2,0.000175039,0,0,0,0,1313,0.114913356,1,2,0.000175039,0,34,0.00297567,1,0,0,0,0,0,0,4,0.000350079,0,11,0.000962717,0,14,0.001225276,1,0,0,0,296,0.025905829,1,0,0,0,474,0.041484334,1,2,0.000175039,0,778,0.06809032,1
117,2,F,3,1,23.07705754,47.36298602,16.99008644,2.02436067,PJ-BO-DP-BL-EL-CH-AC-ER-RI-CC-DL-DF,1.906,10680,0,0,0,699,0.065974516,1,0,0,0,4,0.000377537,0,2604,0.24577631,1,2,0.000188768,0,1,9.44E-05,0,1,9.44E-05,0,0,0,0,64,0.006040585,1,58,0.00547428,1,2,0.000188768,0,2,0.000188768,0,0,0,0,21,0.001982067,1,0,0,0,241,0.022746579,1,4238,0.4,1,0,0,0,0,0,0,688,0.064936291,1,0,0,1,957,0.090325625,1,633,0.059745163,1,380,0.035865975,1
118,2,G,3,1,39.75465022,0,17.1809926,38.03966583,PC-PJ-BV-BF-BO-BC-BY-BU-DP-BA-CA-CH-BH-ER-RI,2.104,10731,737,0.069085114,1,362,0.033933258,1,214,0.020059993,1,1445,0.135451819,1,1370,0.128421447,1,2,0.000187477,0,3366,0.31552306,1,612,0.057367829,1,146,0.013685789,1,35,0.00328084,1,0,0,0,785,0.073584552,1,0,0,0,40,0.003749531,1,0,0,0,0,0,0,1338,0.125421822,1,8,0.000749906,0,5,0.000468691,1,0,0,0,200,0.018747657,1,3,0.000281215,1,0,0,0,0,0,0,0,0,0
119,2,H,3,1,26.6375297,50.53752992,26.34841112,3.59549418,PJ-BO-BT-BC-BY-BA-CA-EL-FP-CH-AC-BH-CG-CC-DF,1.855,12874,0,0,0,389,0.03030067,1,0,0,0,0,0,0,1034,0.080542141,1,1877,0.146206574,1,1775,0.138261411,1,519,0.040426858,1,0,0,0,0,0,0,0,0,0,880,0.068546503,1,0,0,0,462,0.035986914,1,22,0.001713663,1,12,0.000934725,1,636,0.049540427,1,2961,0.230643402,1,7,0.000545256,1,441,0.034351145,1,1,7.79E-05,0,1,7.79E-05,0,864,0.067300203,1,0,0,0,957,0.074544322,1
120,2,A,4,1,33.51247134,49.045889,10.17715164,2.23921038,PC-PJ-BV-BU-BL-BP-CA-FP-AC-BH-CG-ER-CC-DL,1.798,10375,1051,0.101428296,1,551,0.053175063,1,264,0.025477707,1,1,9.65E-05,0,0,0,0,2,0.000193013,0,1,9.65E-05,0,2,0.000193013,0,65,0.00627292,1,0,0,0,23,0.002219649,1,1,9.65E-05,0,1074,0.103647944,1,437,0.042173326,1,0,0,0,9,0.000868558,1,0,0,0,4917,0.474522293,1,5,0.000482532,1,781,0.07537155,1,129,0.012449334,1,0,0,0,385,0.037154989,1,660,0.063694268,1,4,0.000386026,0
121,2,B,4,1,36.03534554,30.09147968,26.0464292,19.65877041,PC-BO-BC-DP-BA-EL-CH-AC-CG-RI-CC-DF,2.105,12587,1454,0.118481095,1,1,8.15E-05,0,0,0,0,4,0.000325945,0,1437,0.117095828,1,3,0.000244459,0,2938,0.23940678,1,0,0,0,2,0.000162973,0,38,0.00309648,1,0,0,0,518,0.042209909,1,3,0.000244459,0,0,0,0,6,0.000488918,1,0,0,0,266,0.021675359,1,3474,0.283083442,1,0,0,0,370,0.030149935,1,0,0,0,6,0.000488918,1,837,0.068204042,1,3,0.000244459,0,912,0.074315515,1
122,2,C,4,1,35.8013039,18.20900864,14.60541988,39.72360963,BV-BO-BC-BU-DP-BP-EL-FP-AC-RI-DL-DF,1.949,12037,0,0,0,1,8.33E-05,0,457,0.038045288,1,1,8.33E-05,0,934,0.077755578,1,0,0,0,2789,0.232184482,1,0,0,0,47,0.003912754,1,47,0.003912754,1,0,0,0,3,0.00024975,0,2732,0.227439227,1,0,0,0,94,0.007825508,1,12,0.000999001,1,0,0,0,4376,0.364302364,1,0,0,0,0,0,0,0,0,0,3,0.00024975,1,0,0,0,133,0.011072261,1,383,0.031884782,1
123,2,D,4,1,46.8247156,5.5797608,27.87195168,43.10503797,PC-BV-BF-BT-BL-CA-CH-BH-CG-ER-RI-CC-DL,2.55,5081,740,0.145726664,1,0,0,0,232,0.045687278,1,734,0.144545096,1,0,0,0,1681,0.331035841,1,3,0.000590784,0,0,0,0,0,0,0,1,0.000196928,0,64,0.012603387,1,1,0.000196928,0,0,0,0,11,0.002166207,1,0,0,0,0,0,0,307,0.060456873,1,2,0.000393856,0,1,0.000196928,1,372,0.073257188,1,548,0.107916503,1,6,0.001181568,1,249,0.049035053,1,125,0.024615991,1,1,0.000196928,0
124,2,E,4,1,43.89365978,17.44023602,15.821775,37.11066972,PJ-BV-BF-BO-BT-BC-DP-BL-BP-CH-AC-CG,2.181,11479,0,0,0,225,0.019869304,1,166,0.014659131,1,889,0.078505828,1,618,0.054574355,1,1481,0.130784175,1,1664,0.146944543,1,2,0.000176616,0,0,0,0,25,0.0022077,1,33,0.002914165,1,6,0.000529848,0,1040,0.091840339,1,1,8.83E-05,0,1,8.83E-05,0,1,8.83E-05,0,687,0.060667609,1,3989,0.352260685,1,0,0,0,489,0.043182621,1,0,0,0,0,0,0,6,0.000529848,0,0,0,0,1,8.83E-05,0
125,2,F,4,1,59.85555636,1.1369081,10.70900956,59.20639134,PJ-BF-BO-DP-BA-BP-EL-FP-ER-RI-CC-DF,2.043,12479,0,0,0,752,0.060694108,1,1,8.07E-05,0,3819,0.308232446,1,2530,0.204196933,1,8,0.000645682,0,0,0,0,0,0,0,0,0,0,56,0.004519774,1,0,0,0,2025,0.163438257,1,2209,0.178288943,1,0,0,0,130,0.010492333,1,15,0.001210654,1,0,0,0,2,0.000161421,0,0,0,0,0,0,0,169,0.013640032,1,7,0.000564972,1,423,0.034140436,1,1,8.07E-05,0,243,0.019612591,1
126,2,G,4,1,45.29301984,6.732596,20.64473912,42.34454673,PJ-BV-BO-BT-BY-BU-DP-BL-CA-BH-CG-ER-CC-DL,2.001,10127,0,0,0,355,0.035207775,1,319,0.03163741,1,0,0,0,1597,0.158385401,1,3217,0.319051869,1,3,0.00029753,0,729,0.072299911,1,82,0.0081325,1,43,0.004264604,1,261,0.025885153,1,3,0.00029753,0,1,9.92E-05,0,84,0.008330854,1,0,0,0,0,0,0,0,0,0,5,0.000495884,0,4,0.000396707,1,979,0.097094119,1,757,0.075076862,1,0,0,0,1366,0.135475553,1,277,0.027471983,1,1,9.92E-05,0
127,2,H,4,1,48.16385494,17.75725382,11.28135232,39.00025827,BF-BO-BC-BY-BU-DP-BA-BP-FP-CH-AC-BH-ER-RI-CC-DL-DF,1.353,14950,0,0,0,0,0,0,0,0,0,1456,0.098047138,1,1227,0.082626263,1,2,0.00013468,0,2715,0.182828283,1,448,0.03016835,1,145,0.00976431,1,25,0.001683502,1,0,0,0,830,0.055892256,1,2066,0.139124579,1,0,0,0,0,0,0,17,0.001144781,1,659,0.044377104,1,3506,0.236094276,1,3,0.00020202,1,0,0,0,311,0.020942761,1,1,6.73E-05,1,617,0.041548822,1,188,0.012659933,1,634,0.042693603,1
128,2,A,5,1,57.3820029,3.05887826,12.6689792,53.75481855,PC-PJ-BC-BY-BA-BP-CH-CG-ER-RI-CC,1.883,9858,424,0.043050056,1,357,0.036247335,1,0,0,0,1,0.000101533,0,0,0,0,2,0.000203066,0,4273,0.433851152,1,760,0.077165194,1,0,0,0,2,0.000203066,0,0,0,0,379,0.038481064,1,1610,0.163468372,1,0,0,0,1,0.000101533,0,0,0,0,262,0.026601685,1,1,0.000101533,0,0,0,0,1167,0.118489187,1,251,0.025484821,1,3,0.000304599,1,356,0.036145802,1,0,0,0,0,0,0
129,2,B,5,1,24.26381234,36.80085818,25.3782132,4.71387015,PC-PJ-BF-BO-BY-BU-AC-BH-RI-DL-DF,1.834,14704,2090,0.142740063,1,228,0.015571643,1,1,6.83E-05,0,1860,0.127031826,1,619,0.042275645,1,5,0.000341483,0,5,0.000341483,0,492,0.033601967,1,75,0.005122251,1,1,6.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5327,0.363816419,1,6,0.00040978,1,2,0.000136593,0,2,0.000136593,0,1,6.83E-05,1,3,0.00020489,0,2357,0.160975277,1,1568,0.107089195,1
130,2,C,5,1,56.26648752,0,18.17140264,56.41676268,BV-BF-BO-BT-BU-BL-BA-BP-CA-EL-FP-CH-CG-ER-DL,1.811,12464,4,0.000322295,0,1,8.06E-05,0,285,0.0229635,1,2542,0.204818306,1,1724,0.138909032,1,3442,0.277334623,1,3,0.000241721,0,5,0.000402868,0,142,0.011441463,1,2,0.000161147,0,106,0.008540811,1,1102,0.0887922,1,1520,0.122472001,1,11,0.000886311,1,70,0.005640158,1,14,0.001128032,1,69,0.005559584,1,9,0.000725163,0,0,0,0,1170,0.094271211,1,80,0.006445895,1,0,0,0,0,0,0,109,0.008782532,1,1,8.06E-05,0
131,2,D,5,1,30.92262422,24.37032116,20.81722288,25.44986754,PJ-BV-BF-BT-BC-BY-DP-CH-AC-BH-CC-DF,1.907,10617,0,0,0,242,0.022810821,1,120,0.011311151,1,696,0.065604675,1,0,0,0,1384,0.130455274,1,1565,0.14751626,1,394,0.037138279,1,2,0.000188519,0,28,0.002639269,1,0,0,0,0,0,0,1,9.43E-05,0,0,0,0,0,0,0,1,9.43E-05,0,910,0.085776228,1,3640,0.343104911,1,1,9.43E-05,1,0,0,0,1,9.43E-05,0,0,0,0,779,0.073428221,1,0,0,0,845,0.079649354,1
132,2,E,5,1,34.1273148,21.39304466,30.50940508,24.97032951,PC-BV-BT-BC-BY-DP-BA-EL-FP-AC-ER-RI-DL-DF,1.983,11641,1974,0.169791846,1,0,0,0,152,0.013074144,1,11,0.000946155,0,3,0.000258042,0,1664,0.143127473,1,1716,0.147600206,1,339,0.029158782,1,0,0,0,20,0.001720282,1,0,0,0,568,0.048856012,1,6,0.000516085,0,2,0.000172028,0,24,0.002064339,1,8,0.000688113,1,0,0,0,3025,0.260192672,1,0,0,0,0,0,0,890,0.076552555,1,2,0.000172028,1,0,0,0,226,0.019439188,1,996,0.08567005,1
